For more information on what I’m doing to combat this health and economic crisis in our nation and our Commonwealth visit my COVID-19 update page below. https://t.co/CR08YKvbVn,2020-11-23 16:10:55,Twitter for iPhone,7,31,covid; 
By the time the Senate returns on November 30 based on ongoing trends an estimated 16000 more Americans will have died from COVID-19.    We need to get it together and pass a comprehensive relief package. Now.,2020-11-21 15:37:00,Twitter Web App,501,1684,covid; 
In the 20th century we prioritized business investments in equipment over human beings. COVID-19 demonstrates why that's wrong for our future. We need standardized metrics of company investments in workers just like we adopted standardized financial disclosures after 1929. https://t.co/ars0sO5GqC,2020-11-20 21:15:12,Twitter Web App,37,147,covid; 
Our country is seeing on average of 180000 COVID cases per day and 2000 deaths.   Let’s do what should have been done months ago and pass a bipartisan pandemic relief bill ASAP. https://t.co/onsgv8Uqbg,2020-11-20 15:48:40,Twitter Web App,74,324,covid; 
With COVID-19 cases and death spiking across the country at alarming rates it's important to make sure that you and your family have the care you need during the ACA open enrollment period.   Don’t wait! #GetCovered at https://t.co/KHkcPC5Nh0 before December 15th.,2020-11-19 17:01:00,Twitter Web App,75,203,covid; 
Tonight the U.S. reached a terrible milestone; over 250000 Americans have now died from COVID-19.  The longer we wait the higher the costs of inaction which will continue to have enormous consequences for our public health as well as our own economic recovery. https://t.co/1NQVdg09Es,2020-11-18 23:30:27,Twitter Web App,68,228,covid; 
COVID is getting worse each day all around the country.  The fall surge is here and we’re likely headed for a dark winter.  Please do your part and take this seriously.  Mask up. Social distance. Follow all health guidelines. https://t.co/IGglRShk2D,2020-11-17 20:05:00,Twitter Web App,32,166,covid; social distance; 
Instead of jamming through an unqualified partisan nominee my Republican colleagues should get back to work on passing a COVID relief bill.,2020-11-17 17:53:14,Twitter Web App,54,345,covid; 
If we all take more precautions COVID-19 will spread less and there will be fewer restrictions.  If we all take fewer precautions COVID-19 will spread more and there will be more restrictions.  It’s that simple. https://t.co/316ogYwHIC,2020-11-16 20:20:10,Twitter Web App,106,480,covid; 
Virginia reached a devastating COVID milestone this weekend. My heart goes out to everyone who has lost a loved one. I won't stop fighting to contain this virus and help the millions of Americans struggling to make ends meet. https://t.co/tmPF5BQKyv,2020-11-16 14:55:27,Twitter Web App,62,294,covid; 
COVID continues to present unique challenges in our schools from the lack of broadband connectivity for students to getting teachers the help they need during virtual or in-class learning; Congress needs to pass another COVID relief package that meets these challenges quickly. https://t.co/P6Voj2l8nA,2020-11-14 17:59:23,Twitter Web App,47,139,covid; 
Almost every day this month the U.S. has shattered new single-day records for COVID cases. I urge my GOP colleagues to join @SenateDems to provide relief that meets the American people's needs. https://t.co/urOX5ma13j,2020-11-13 18:07:32,Twitter Web App,105,440,covid; 
Even as COVID forces more Americans to work and learn from home too many families across our country still lack reliable broadband access.  Bridging the digital divide has got to be a top national priority. https://t.co/kiHOF1XG0J,2020-11-12 20:15:00,Twitter Web App,44,246,covid; 
With COVID getting worse by the day and projections showing no signs of it slowing down it's up to us to follow all health guidelines and take this pandemic seriously.  Even when it’s unpopular leadership means staying focused &amp; listening to the experts. https://t.co/gzRUt2jYM6,2020-11-12 16:21:47,Twitter Web App,60,235,covid; 
To take away Americans' health care without a replacement while the country is in the middle of a raging pandemic that has killed nearly 240000 Americans and 10 million Americans having contracted #COVID - therefore having a pre-existing condition - doesn't make any sense.,2020-11-10 15:12:42,Twitter Web App,33,174,covid; 
The first order of business needs to be getting #COVID under control; it took 10 days for total COVID cases in the US to go from 9 million to 10 million. Wear a mask social distance and get tested.   We need to all do our part to stop the spread. https://t.co/EX2viA9bgq,2020-11-09 14:18:46,Twitter Web App,74,379,covid; social distance; 
After 9 months of this pandemic:   - We have over 230000 deaths. - Over 9 million cases. - Tens of millions remain un- &amp; underemployed.   The first order of business needs to be getting #COVID under control &amp; passing a relief package for the American people.,2020-11-07 16:28:22,Twitter Web App,37,240,covid; 
- Over 229000 Americans have died.  - Over 23 million Americans are unemployed. - Tens of thousands of small businesses are gone. - #COVID cases &amp; hospitalizations continue to rise across the country.   The American people deserve better than this. https://t.co/pTZVqHZrWb,2020-10-31 19:30:00,Twitter Web App,74,191,covid; 
Wishing Virginians a safe and happy #Halloween! 🎃   Remember to social distance and #MaskUp!,2020-10-31 14:05:00,Twitter Web App,35,303,social distance; 
Today I toured the @emoryandhenry School of Health Sciences campus and afterward had a good conversation with the school leaders about developing the healthcare workforce in SWVA amid the #COVID pandemic. https://t.co/gR2jnXnqsF,2020-10-29 21:01:39,Twitter Web App,21,123,covid; 
Teachers are doing heroic work amid #COVID. Creating conditions for in-person learning should be a priority. I’m in Martinsville w/ leadership from the @NewCollegeInst Martinsville Schools &amp; Henry County Public Schools to discuss reopening safely &amp; increasing broadband access. https://t.co/xKUHk9a3HJ,2020-10-29 14:50:47,Twitter Web App,22,70,covid; 
